食品名,エネルギー（kcal）
＜畜肉類＞　うし　［副生物］　子宮　ゆで,95
＜畜肉類＞　うし　［副生物］　尾　生,440
＜畜肉類＞　うし　［副生物］　横隔膜　生,288
＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,414
＜畜肉類＞　うし　［副生物］　横隔膜　焼き,401
＜畜肉類＞　うし　［加工品］　ローストビーフ,190
＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,191
＜畜肉類＞　うし　［加工品］　味付け缶詰,156
＜畜肉類＞　うし　［加工品］　ビーフジャーキー,304
＜畜肉類＞　うし　［加工品］　スモークタン,273
＜畜肉類＞　うま　肉　赤肉　生,102
＜畜肉類＞　くじら　肉　赤肉　生,100
＜畜肉類＞　くじら　うねす　生,328
＜畜肉類＞　くじら　本皮　生,577
＜畜肉類＞　くじら　さらしくじら,28
＜畜肉類＞　しか　あかしか　赤肉　生,102
＜畜肉類＞　しか　にほんじか　赤肉　生,119
＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,126
＜畜肉類＞　しか　にほんじか　ほんしゅうじか・きゅうしゅうじか　赤肉　生,107
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身つき　生,201
＜畜肉類＞　ぶた　［大型種肉］　かた　皮下脂肪なし　生,158
＜畜肉類＞　ぶた　［大型種肉］　かた　赤肉　生,114
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身　生,663
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身つき　生,237
＜畜肉類＞　ぶた　［大型種肉］　かたロース　皮下脂肪なし　生,212
＜畜肉類＞　ぶた　［大型種肉］　かたロース　赤肉　生,146
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身　生,644
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　生,248
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　ゆで,299
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　焼き,310
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　とんかつ,429
＜畜肉類＞　ぶた　［大型種肉］　ロース　皮下脂肪なし　生,190
＜畜肉類＞　ぶた　［大型種肉］　ロース　赤肉　生,140
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身　生,695
＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　生,366
＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　焼き,444
＜畜肉類＞　ぶた　［大型種肉］　もも　脂身つき　生,171
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　生,138
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　ゆで,185
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　焼き,186
＜畜肉類＞　ぶた　［大型種肉］　もも　赤肉　生,119
＜畜肉類＞　ぶた　［大型種肉］　もも　脂身　生,611
＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身つき　生,221
＜畜肉類＞　ぶた　［大型種肉］　そともも　皮下脂肪なし　生,175
＜畜肉類＞　ぶた　［大型種肉］　そともも　赤肉　生,133
＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身　生,631
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　生,118
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　焼き,202
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　とんかつ,379
＜畜肉類＞　ぶた　［中型種肉］　かた　脂身つき　生,224
＜畜肉類＞　ぶた　［中型種肉］　かた　皮下脂肪なし　生,172
＜畜肉類＞　ぶた　［中型種肉］　かた　赤肉　生,113
＜畜肉類＞　ぶた　［中型種肉］　かた　脂身　生,698
＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身つき　生,241
＜畜肉類＞　ぶた　［中型種肉］　かたロース　皮下脂肪なし　生,212
＜畜肉類＞　ぶた　［中型種肉］　かたロース　赤肉　生,140
＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身　生,663
＜畜肉類＞　ぶた　［中型種肉］　ロース　脂身つき　生,275
＜畜肉類＞　ぶた　［中型種肉］　ロース　皮下脂肪なし　生,203
＜畜肉類＞　ぶた　［中型種肉］　ロース　赤肉　生,131
＜畜肉類＞　ぶた　［中型種肉］　ロース　脂身　生,716
＜畜肉類＞　ぶた　［中型種肉］　ばら　脂身つき　生,398
＜畜肉類＞　ぶた　［中型種肉］　もも　脂身つき　生,211
＜畜肉類＞　ぶた　［中型種肉］　もも　皮下脂肪なし　生,153
＜畜肉類＞　ぶた　［中型種肉］　もも　赤肉　生,133
＜畜肉類＞　ぶた　［中型種肉］　もも　脂身　生,672
＜畜肉類＞　ぶた　［中型種肉］　そともも　脂身つき　生,252
＜畜肉類＞　ぶた　［中型種肉］　そともも　皮下脂肪なし　生,159
＜畜肉類＞　ぶた　［中型種肉］　そともも　赤肉　生,129
＜畜肉類＞　ぶた　［中型種肉］　そともも　脂身　生,660
＜畜肉類＞　ぶた　［中型種肉］　ヒレ　赤肉　生,105
＜畜肉類＞　ぶた　［ひき肉］　生,209
＜畜肉類＞　ぶた　［ひき肉］　焼き,289
＜畜肉類＞　ぶた　［副生物］　舌　生,205
＜畜肉類＞　ぶた　［副生物］　心臓　生,118
＜畜肉類＞　ぶた　［副生物］　肝臓　生,114
＜畜肉類＞　ぶた　［副生物］　じん臓　生,96
＜畜肉類＞　ぶた　［副生物］　胃　ゆで,111
＜畜肉類＞　ぶた　［副生物］　小腸　ゆで,159
＜畜肉類＞　ぶた　［副生物］　大腸　ゆで,166
＜畜肉類＞　ぶた　［副生物］　子宮　生,64
＜畜肉類＞　ぶた　［副生物］　豚足　ゆで,227
＜畜肉類＞　ぶた　［副生物］　軟骨　ゆで,229
＜畜肉類＞　ぶた　［ハム類］　骨付きハム,208
＜畜肉類＞　ぶた　［ハム類］　ボンレスハム,115
＜畜肉類＞　ぶた　［ハム類］　ロースハム　ロースハム,211
＜畜肉類＞　ぶた　［ハム類］　ロースハム　ゆで,233
＜畜肉類＞　ぶた　［ハム類］　ロースハム　焼き,240
＜畜肉類＞　ぶた　［ハム類］　ロースハム　フライ,432
＜畜肉類＞　ぶた　［ハム類］　ショルダーハム,221
＜畜肉類＞　ぶた　［ハム類］　生ハム　促成,243
＜畜肉類＞　ぶた　［ハム類］　生ハム　長期熟成,253
＜畜肉類＞　ぶた　［プレスハム類］　プレスハム,113
＜畜肉類＞　ぶた　［プレスハム類］　チョップドハム,132
＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン,400
＜畜肉類＞　ぶた　［ベーコン類］　ロースベーコン,202
＜畜肉類＞　ぶた　［ベーコン類］　ショルダーベーコン,178
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　ウインナーソーセージ,319
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　ゆで,328
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　焼き,345
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　フライ,376
＜畜肉類＞　ぶた　［ソーセージ類］　セミドライソーセージ,335
＜畜肉類＞　ぶた　［ソーセージ類］　ドライソーセージ,467
＜畜肉類＞　ぶた　［ソーセージ類］　フランクフルトソーセージ,295
＜畜肉類＞　ぶた　［ソーセージ類］　ボロニアソーセージ,242
＜畜肉類＞　ぶた　［ソーセージ類］　リオナソーセージ,188
＜畜肉類＞　ぶた　［ソーセージ類］　レバーソーセージ,324
＜畜肉類＞　ぶた　［ソーセージ類］　混合ソーセージ,231
＜畜肉類＞　ぶた　［ソーセージ類］　生ソーセージ,269
＜畜肉類＞　ぶた　［その他］　焼き豚,166
＜畜肉類＞　ぶた　［その他］　レバーペースト,370
＜畜肉類＞　ぶた　［その他］　スモークレバー,182
＜畜肉類＞　ぶた　［その他］　ゼラチン,347
＜畜肉類＞　めんよう　［マトン］　ロース　脂身つき　生,192
＜畜肉類＞　めんよう　［マトン］　ロース　脂身つき　焼き,305
＜畜肉類＞　めんよう　［マトン］　ロース　皮下脂肪なし　生,139
＜畜肉類＞　めんよう　［マトン］　もも　脂身つき　生,205
＜畜肉類＞　めんよう　［ラム］　かた　脂身つき　生,214
＜畜肉類＞　めんよう　［ラム］　ロース　脂身つき　生,287
＜畜肉類＞　めんよう　［ラム］　ロース　脂身つき　焼き,358
＜畜肉類＞　めんよう　［ラム］　ロース　皮下脂肪なし　生,128
＜畜肉類＞　めんよう　［ラム］　もも　脂身つき　生,164
＜畜肉類＞　めんよう　［ラム］　もも　脂身つき　焼き,267
＜畜肉類＞　めんよう　混合プレスハム,100
＜畜肉類＞　やぎ　肉　赤肉　生,99
＜鳥肉類＞　うずら　肉　皮つき　生,194
＜鳥肉類＞　がちょう　フォアグラ　ゆで,470
＜鳥肉類＞　かも　まがも　肉　皮なし　生,118
＜鳥肉類＞　かも　あいがも　肉　皮つき　生,304
＜鳥肉類＞　かも　あひる　肉　皮つき　生,237
＜鳥肉類＞　かも　あひる　肉　皮なし　生,94
＜鳥肉類＞　かも　あひる　皮　生,448
＜鳥肉類＞　きじ　肉　皮なし　生,101
＜鳥肉類＞　しちめんちょう　肉　皮なし　生,99
＜鳥肉類＞　すずめ　肉　骨・皮つき　生,114
＜鳥肉類＞　にわとり　［親・主品目］　手羽　皮つき　生,182
＜鳥肉類＞　にわとり　［親・主品目］　むね　皮つき　生,229
＜鳥肉類＞　にわとり　［親・主品目］　むね　皮なし　生,113
＜鳥肉類＞　にわとり　［親・主品目］　もも　皮つき　生,234
＜鳥肉類＞　にわとり　［親・主品目］　もも　皮なし　生,128
＜鳥肉類＞　にわとり　［親・副品目］　ささみ　生,107
＜鳥肉類＞　にわとり　［若どり・主品目］　手羽　皮つき　生,189
＜鳥肉類＞　にわとり　［若どり・主品目］　手羽さき　皮つき　生,207
＜鳥肉類＞　にわとり　［若どり・主品目］　手羽もと　皮つき　生,175
＜鳥肉類＞　にわとり　［若どり・主品目］　むね　皮つき　生,133
＜鳥肉類＞　にわとり　［若どり・主品目］　むね　皮つき　焼き,215
＜鳥肉類＞　にわとり　［若どり・主品目］　むね　皮なし　生,105
＜鳥肉類＞　にわとり　［若どり・主品目］　むね　皮なし　焼き,177
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　生,190
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　ゆで,216
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　焼き,220
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　から揚げ,307
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　生,113
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　ゆで,141
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　焼き,145
＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮なし　から揚げ,249
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　生,98
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　ゆで,121
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　焼き,132
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　ソテー,186
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　フライ,246
＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　天ぷら,192
＜鳥肉類＞　にわとり　［二次品目］　ひき肉　生,171
＜鳥肉類＞　にわとり　［二次品目］　ひき肉　焼き,235
＜鳥肉類＞　にわとり　［副品目］　心臓　生,186
＜鳥肉類＞　にわとり　［副品目］　肝臓　生,100
＜鳥肉類＞　にわとり　［副品目］　すなぎも　生,86
＜鳥肉類＞　にわとり　［副品目］　皮　むね　生,466
＜鳥肉類＞　にわとり　［副品目］　皮　もも　生,474
＜鳥肉類＞　にわとり　［副品目］　なんこつ（胸肉）　生,54
＜鳥肉類＞　にわとり　［その他］　焼き鳥缶詰,173
＜鳥肉類＞　にわとり　［その他］　チキンナゲット,235
＜鳥肉類＞　にわとり　［その他］　つくね,235
＜鳥肉類＞　はと　肉　皮なし　生,131
＜鳥肉類＞　ほろほろちょう　肉　皮なし　生,98
＜その他＞　いなご　つくだ煮,243
＜その他＞　かえる　肉　生,92
＜その他＞　すっぽん　肉　生,175
＜その他＞　はち　はちの子缶詰,239
あひる卵　ピータン,188
うこっけい卵　全卵　生,154
うずら卵　全卵　生,157
うずら卵　水煮缶詰,162
鶏卵　全卵　生,142
鶏卵　全卵　ゆで,134
鶏卵　全卵　ポーチドエッグ,145
鶏卵　全卵　目玉焼き,205
鶏卵　全卵　いり,190
鶏卵　全卵　素揚げ,321
鶏卵　全卵　水煮缶詰,131
鶏卵　全卵　加糖全卵,199
鶏卵　全卵　乾燥全卵,542
鶏卵　卵黄　生,336
鶏卵　卵黄　ゆで,330
鶏卵　卵黄　加糖卵黄,327
鶏卵　卵黄　乾燥卵黄,638
鶏卵　卵白　生,44
鶏卵　卵白　ゆで,46
鶏卵　卵白　乾燥卵白,350
鶏卵　たまご豆腐,76
鶏卵　たまご焼　厚焼きたまご,146
鶏卵　たまご焼　だし巻きたまご,123
＜牛乳及び乳製品＞　（液状乳類）　生乳　ジャージー種,77
＜牛乳及び乳製品＞　（液状乳類）　生乳　ホルスタイン種,63
＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,61
＜牛乳及び乳製品＞　（液状乳類）　脱脂乳,31
＜牛乳及び乳製品＞　（液状乳類）　加工乳　濃厚,70
＜牛乳及び乳製品＞　（液状乳類）　加工乳　低脂肪,42
＜牛乳及び乳製品＞　（液状乳類）　乳児用液体ミルク,66
＜牛乳及び乳製品＞　（液状乳類）　乳飲料　コーヒー,56
＜牛乳及び乳製品＞　（液状乳類）　乳飲料　フルーツ,46
＜牛乳及び乳製品＞　（粉乳類）　全粉乳,490
＜牛乳及び乳製品＞　（粉乳類）　脱脂粉乳,354
＜牛乳及び乳製品＞　（粉乳類）　乳児用調製粉乳,510
＜牛乳及び乳製品＞　（練乳類）　無糖練乳,135
＜牛乳及び乳製品＞　（練乳類）　加糖練乳,314
＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,404
＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪・植物性脂肪,388
＜牛乳及び乳製品＞　（クリーム類）　クリーム　植物性脂肪,353
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪,409
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪・植物性脂肪,394
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　植物性脂肪,399
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪,205
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪・植物性脂肪,227
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　植物性脂肪,244
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　乳脂肪,504
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　植物性脂肪,542
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,56
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　低脂肪無糖,40
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　無脂肪無糖,37
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　脱脂加糖,65
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　ドリンクタイプ　加糖,64
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　乳製品,64
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　殺菌乳製品,217
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品,39
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エダム,321
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エメンタール,398
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カテージ,99
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カマンベール,291
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,313
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ゴーダ,356
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　チェダー,390
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,445
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ブルー,326
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　マスカルポーネ,273
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　モッツァレラ,269
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　やぎ,280
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　リコッタ,159
＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,313
＜牛乳及び乳製品＞　（チーズ類）　チーズスプレッド,284
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,205
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,178
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,167
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,217
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,108
＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,146
＜牛乳及び乳製品＞　（その他）　カゼイン,358
＜牛乳及び乳製品＞　（その他）　シャーベット,128
＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,339
＜その他＞　人乳,61
＜その他＞　やぎ乳,57
（植物油脂類）　あまに油,897
（植物油脂類）　えごま油,897
（植物油脂類）　オリーブ油,894
（植物油脂類）　ごま油,890
（植物油脂類）　米ぬか油,880
（植物油脂類）　サフラワー油　ハイオレイック,892
（植物油脂類）　サフラワー油　ハイリノール,883
（植物油脂類）　大豆油,885
（植物油脂類）　調合油,886
（植物油脂類）　とうもろこし油,884
（植物油脂類）　なたね油,887
（植物油脂類）　パーム油,887
（植物油脂類）　パーム核油,893
（植物油脂類）　ひまわり油　ハイリノール,899
（植物油脂類）　ひまわり油　ミッドオレイック,892
（植物油脂類）　ひまわり油　ハイオレイック,899
（植物油脂類）　ぶどう油,882
（植物油脂類）　綿実油,883
（植物油脂類）　やし油,889
（植物油脂類）　落花生油,882
（動物油脂類）　牛脂,869
（動物油脂類）　たらのあぶら,853
（動物油脂類）　ラード,885
（バター類）　無発酵バター　有塩バター,700
（バター類）　無発酵バター　食塩不使用バター,720
（バター類）　発酵バター　有塩バター,713
（マーガリン類）　マーガリン　家庭用　有塩,715
（マーガリン類）　マーガリン　家庭用　無塩,715
（マーガリン類）　マーガリン　業務用　有塩,740
（マーガリン類）　マーガリン　業務用　無塩,740
（マーガリン類）　ファットスプレッド,579
（その他）　ショートニング　家庭用,889
（その他）　ショートニング　業務用　製菓,881
（その他）　ショートニング　業務用　フライ,886
＜和生菓子・和半生菓子類＞　甘納豆　あずき,283
＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,288
＜和生菓子・和半生菓子類＞　甘納豆　えんどう,293
＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,217
＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,220
＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,224
＜和生菓子・和半生菓子類＞　ういろう　白,181
＜和生菓子・和半生菓子類＞　ういろう　黒,174
＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,236
＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,237
＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,203
＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,204
＜和生菓子・和半生菓子類＞　カステラ,313
＜和生菓子・和半生菓子類＞　かのこ,260
＜和生菓子・和半生菓子類＞　かるかん,226
＜和生菓子・和半生菓子類＞　きび団子,298
＜和生菓子・和半生菓子類＞　ぎゅうひ,253
＜和生菓子・和半生菓子類＞　きりざんしょ,245
＜和生菓子・和半生菓子類＞　きんぎょく糖,282
＜和生菓子・和半生菓子類＞　きんつば,260
＜和生菓子・和半生菓子類＞　草もち　こしあん入り,224
＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,227
＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,198
＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,199
＜和生菓子・和半生菓子類＞　くし団子　みたらし,194
＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,93
＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,94
＜和生菓子・和半生菓子類＞　げっぺい,348
＜和生菓子・和半生菓子類＞　五平もち,178
＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,196
＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,197
＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,235
＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,237
＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,227
＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,228
＜和生菓子・和半生菓子類＞　ずんだあん,190
＜和生菓子・和半生菓子類＞　ずんだもち,212
＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,223
＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,223
＜和生菓子・和半生菓子類＞　タルト　（和菓子）,288
＜和生菓子・和半生菓子類＞　ちまき,150
＜和生菓子・和半生菓子類＞　ちゃつう,320
＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,282
＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,292
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,274
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,274
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,275
＜和生菓子・和半生菓子類＞　ねりきり,259
＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,292
＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,292
＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,226
＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,226
＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,216
＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,218
＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,296
＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,295
＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,299
＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,294
＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,254
＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,257
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,273
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,279
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,242
＜和生菓子・和半生菓子類＞　もなか　こしあん入り,277
＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,278
＜和生菓子・和半生菓子類＞　ゆべし,321
＜和生菓子・和半生菓子類＞　ようかん　練りようかん,289
＜和生菓子・和半生菓子類＞　ようかん　水ようかん,168
＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,237
＜和干菓子類＞　あめ玉,385
＜和干菓子類＞　芋かりんとう,465
＜和干菓子類＞　おこし,376
＜和干菓子類＞　おのろけ豆,438
＜和干菓子類＞　かりんとう　黒,420
＜和干菓子類＞　かりんとう　白,423
＜和干菓子類＞　ごかぼう,367
＜和干菓子類＞　小麦粉せんべい　磯部せんべい,377
＜和干菓子類＞　小麦粉せんべい　かわらせんべい,390
＜和干菓子類＞　小麦粉せんべい　巻きせんべい,386
＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,423
＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,421
＜和干菓子類＞　しおがま,348
＜和干菓子類＞　ひなあられ　関西風,385
＜和干菓子類＞　ひなあられ　関東風,380
＜和干菓子類＞　米菓　揚げせんべい,458
＜和干菓子類＞　米菓　甘辛せんべい,374
＜和干菓子類＞　米菓　あられ,378
＜和干菓子類＞　米菓　しょうゆせんべい,368
＜和干菓子類＞　ボーロ　小粒,391
＜和干菓子類＞　ボーロ　そばボーロ,398
＜和干菓子類＞　松風,378
＜和干菓子類＞　みしま豆,402
＜和干菓子類＞　八つ橋,390
＜和干菓子類＞　らくがん　らくがん,384
＜和干菓子類＞　らくがん　麦らくがん,396
＜和干菓子類＞　らくがん　もろこしらくがん,374
＜菓子パン類＞　揚げパン,369
＜菓子パン類＞　あんパン　こしあん入り,267
＜菓子パン類＞　あんパン　つぶしあん入り,266
＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,256
＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,258
＜菓子パン類＞　カレーパン　皮及び具,302
＜菓子パン類＞　カレーパン　皮のみ,363
＜菓子パン類＞　カレーパン　具のみ,168
＜菓子パン類＞　クリームパン,286
＜菓子パン類＞　クリームパン　薄皮タイプ,218
＜菓子パン類＞　ジャムパン,285
＜菓子パン類＞　チョココロネ,320
＜菓子パン類＞　チョコパン　薄皮タイプ,340
＜菓子パン類＞　メロンパン,349
＜菓子パン類＞　菓子パン　あんなし,294
＜ケーキ・ペストリー類＞　シュークリーム,211
＜ケーキ・ペストリー類＞　スポンジケーキ,283
＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,318
＜ケーキ・ペストリー類＞　ショートケーキ　いちご,314
＜ケーキ・ペストリー類＞　タルト　（洋菓子）,247
＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,299
＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,349
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,382
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,440
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,330
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,323
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,384
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,387
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,304
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,417
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,379
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,341
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,341
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,371
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,367
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,353
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,355
